property_id,city,property_type,area_sqft,bedrooms,bathrooms,year_built,furnished,parking_spaces,price,agent_name,listing_date,floors,distance_from_center_km,condition,internal_notes,row_number
P100629,Multan,Townhouse,1811.0,3.0,,2008,No,1,5197608.80462012,Hamza Qureshi,2022-02-06 00:00:00,3,12.6,Average,,630
P101593,Lahore,House,1806.0,3.0,3.0,1985,No,1,9650000.0,Bilal Shah,2023-08-12 00:00:00,1,1.7,Excellent,owner waiting,1594
P102404,Multan,Apartment,1728.0,3.0,3.0,2015,No,1,5050000.0,Hamza Butt,2022-05-26 00:00:00,3,6.7,Average,urgent,2405
P100286,Karachi,Apartment,1246.0,3.0,2.0,1984,No,3,5450000.0,Maham Butt,2023-02-05 00:00:00,2,5.7,Good,owner waiting,287
P101293,Lahore,House,1496.0,4.0,4.0,1982,No,2,8650000.0,Fatima Malik,2024-05-27 00:00:00,3,6.8,Excellent,call later,1294
P102029,Islamabad,Apartment,1734.0,4.0,4.0,2012,No,1,10200000.0,Saad Sheikh,2025-12-14 00:00:00,3,3.6,Good,nan,2030
P100945,Karachi,House,471.0,1.0,1.0,2001, yes ,3,2650000.0,Ali Siddiqui,2022-02-22 00:00:00,2,3.5,Excellent,owner waiting,946
P100423,Karachi,Apartment,2342.0,4.0,4.0,2008,Yes,2,11750000.0,Danish Shah,2022-08-18 00:00:00,1,6.5,Excellent,,424
P101866,Peshawar,Apartment,1914.0,3.0,3.0,2008,No,0,5250000.0,Sara Raza,2023-07-04 00:00:00,2,15.7,Excellent,nan,1867
P101706,Karachi,House,1462.0,3.0,3.0,1988,Yes,3,8950000.0,Saad Khan,2024-03-24 00:00:00,2,2.7,Excellent,call later,1707
P101427,Karachi,Villa,555.0,1.0,1.0,2006,Yes,1,5200000.0,Sara Raza,2022-02-09 00:00:00,3,1.4,Needs Renovation,call later,2531
P102021,Karachi,House,1007.0,,1.0,2015,No,2,5100000.0,Hamza Sheikh,2022-01-13 00:00:00,2,4.0,Good,urgent,2022
P100065,Islamabad,House,1595.0,-3.0,2.0,1998,Yes,1,10850000.0,Ayesha Iqbal,2022-02-07 00:00:00,2,11.6,Good,nan,66
P102445,Islamabad,Villa,2557.0,5.0,5.0,2013,No,0,"23,400,000",Sara Sheikh,2025-02-28 00:00:00,2,3.0,New,call later,2446
P101537,Rawalpindi,Villa,2584.0,5.0,4.0,1991,Yes,1,15700000.0,Saad Siddiqui,2023-10-11 00:00:00,2,4.5,Good,call later,1538
P100964,Peshawar,Villa,2012.0,3.0,3.0,2003,No,3,12500000.0,Sara Sheikh,2024-07-30 00:00:00,1,3.0,Excellent,nan,965
P100767,Karachi,Villa,715.0,1.0,1.0,1997,No,1,4300000.0,Ali Ahmed,2024-12-22 00:00:00,2,15.4,Excellent,owner waiting,768
P100230,Karachi,House,2096.0,4.0,4.0,1986,No,1,8800000.0,Maham Siddiqui,2023-10-13 00:00:00,2,5.9,New,VIP,231
P101626,Lahore,Apartment,2333.0,6.0,6.0,1985,,2,12200000.0,Zain Malik,2022-10-30 00:00:00,2,13.8,Average,VIP,1627
P101735,Rawalpindi,House,2794.0,6.0,6.0,2022,Yes,2,15300000.0,Zain Shah,2023-05-04 00:00:00,2,9.1,Excellent,nan,1736
P101223,Islamabad,House,1336.0,2.0,2.0,1989,False,4,9700000.0,Hamza Siddiqui,2024-02-07 00:00:00,3,6.9,Excellent,owner waiting,1224
P101356,Islamabad,Villa,1546.0,2.0,1.0,2006,Yes,1,18450000.0,Hina Malik,2024-10-23 00:00:00,3,11.7,Good,call later,1357
P101361,Lahore,House,2438.0,5.0,5.0,2009,No,1,11600000.0,Usman Raza,2024-08-24 00:00:00,2,18.3,Good,call later,1362
P100923,Islamabad,House,2156.0,4.0,3.0,1990,Yes,1,18600000.0,Saad Qureshi,2024-11-26 00:00:00,2,20.7,Excellent,,924
P102326,Karachi,House,1170.0,2.0,2.0,2013,No,2,7050000.0,Bilal Qureshi,2023-10-08 00:00:00,2,4.6,Good,VIP,2327
P101173,Rawalpindi,House,922.0,1.0,1.0,1980,Yes,2,4850000.0,Usman Qureshi,2025-04-23 00:00:00,2,6.5,Good,follow up,1174
P100374,Karachi,House,2661.0,5.0,5.0,1991,No,2,16250000.0,Zain Butt,2025-12-28 00:00:00,2,2.4,Good,urgent,375
P101502, Lahore ,Villa,1118.0,2.0,1.0,1998,No,3,7800000.0,Danish Khan,2023-03-20 00:00:00,1,10.3,Good,nan,1503
P101576,Multan,Apartment,1268.0,1.0,1.0,1980,No,1,"3,000,000",Fatima Iqbal,2025-05-11 00:00:00,1,8.4,New,VIP,1577
P101278,Faisalabad,villa,1470.0,2.0,2.0,2005,No,2,6500000.0,Usman Iqbal,2025-07-07 00:00:00,2,6.1,New,urgent,1279
P100297,Multan,House,3075.0,5.0,5.0,2016,No,2,11950000.0,Maham Sheikh,2024-10-25 00:00:00,3,6.2,New,owner waiting,298
P100598,Hyderabad,House,2113.0,3.0,2.0,1989,No,3,6500000.0,Hina Malik,2023-08-08 00:00:00,3,10.4,Good,VIP,599
P101521,Islamabad,House,2404.0,6.0,6.0,1981,No,0,18450000.0,Fatima Khan,2022-04-09 00:00:00,4,5.3,Average,follow up,1522
P100099,Hyderabad,Townhouse,2432.0,3.0,3.0,1994,Yes,3,6900000.0,Sara Butt,2024-10-08 00:00:00,3,10.5,New,follow up,100
P101411,Hyderabad,Apartment,1345.0,1.0,1.0,1994,No,1,"3,900,000",Ahmed Khan,2022-12-04 00:00:00,3,5.1,Average,follow up,1412
P100962,,House,1518.0,3.0,2.0,1995,No,1,"7,550,000",Maham Qureshi,2024-07-31 00:00:00,1,12.2,Excellent,nan,963
P101732,Rawalpindi,Apartment,997.0,2.0,2.0,2003,No,1,4000000.0,Maham Raza,2024-07-31 00:00:00,3,7.0,Good,,1733
P100529,Lahore,House,,1.0,1.0,2015,Yes,1,6050000.0,Zain Siddiqui,2025-12-09 00:00:00,2,23.7,Excellent,urgent,530
P102045,Karachi,House,1680.0,,1.0,2013,Yes,2,9700000.0,Saad Shah,2024-12-09 00:00:00,2,3.4,Excellent,follow up,2046
P100932,Lahore,Townhouse,2003.0,4.0,4.0,2021,Yes,0,14350000.0,Omar Siddiqui,2025-11-28 00:00:00,2,3.0,Good,nan,2535
P102439,Rawalpindi,House,1091.0,2.0,2.0,1981,No,0,5000000.0,Ayesha Qureshi,2024-02-04 00:00:00,1,8.8,New,follow up,2440
P100636,Rawalpindi, Villa ,1438.0,3.0,3.0,2003,No,1,9400000.0,Bilal Qureshi,2024-06-16 00:00:00,3,9.5,New,owner waiting,637
P102228,Karachi,Apartment,1924.0,4.0,4.0,2019,Yes,1,8950000.0,Usman Qureshi,2024-05-26 00:00:00,2,3.0,Average,nan,2229
P100185,Islamabad,Apartment,1508.0,2.0,2.0,1997,No,2,9950000.0,Saad Sheikh,2023-02-17 00:00:00,1,6.2,Average,follow up,186
P102035,Multan,House,641.0,3.0,2.0,2000,Yes,2,2750000.0,Ali Ahmed,2025-99-99,3,7.6,Average,,2036
P101005,Lahore,Apartment,2209.0,4.0,4.0,1984,Yes,0,10800000.0,Ali Qureshi,2024-06-01 00:00:00,2,4.9,Good,urgent,1006
P102492,Karachi,Apartment,2094.0,4.0,4.0,1992,No,2,8950000.0,nan,2023-04-04 00:00:00,3,4.2,Excellent,owner waiting,2493
P100978,Islamabad,Townhouse,,4.0,4.0,2014,Yes,2,12600000.0,Ali Iqbal,2022-10-21 00:00:00,1,8.0,Average,nan,979
P101835,Karachi,House,1055.0,1.0,1.0,2006, yes ,0,6200000.0,Hina Shah,2022-11-08 00:00:00,2,6.3,New,urgent,1836
P100511,Faisalabad,Villa,2743.0,5.0,5.0,2010,Yes,4,15750000.0,Usman Malik,2023-07-13 00:00:00,2,1.2,Good,owner waiting,512
P101582,Lahore,Apartment,2330.0,4.0,4.0,1985,No,2,10400000.0,Fatima Qureshi,2023-09-09 00:00:00,1,14.6,Good,VIP,1583
P102016,Karachi,house,1147.0,2.0,2.0,1994,No,3,7000000.0,Fatima Shah,2022-04-27 00:00:00,3,1.7,Good,nan,2017
P102355,MULTAN,Townhouse,1948.0,3.0,3.0,2008,Yes,1,7400000.0,Hamza Ahmed,2022-10-13 00:00:00,2,4.3,Excellent,VIP,2356
P102112,Karachi,Apartment,1919.0,3.0,3.0,1996,No,2,9350000.0,Bilal Raza,2024-09-21 00:00:00,2,1.8,Good,VIP,2113
P100607,Karachi,Apartment,2941.0,5.0,5.0,2022,No,2,16350000.0,Ahmed Shah,2024-07-21 00:00:00,1,8.1,Good,call later,608
P101080,Karachi,Villa,2507.0,5.0,4.0,1999,No,2,19350000.0,Ali Qureshi,2022-06-07 00:00:00,2,6.0,Excellent,,1081
P102486,Multan,Apartment,1751.0,3.0,3.0,1980,No,3,4900000.0,Ahmed Malik,2024-08-06 00:00:00,2,2.0,New,follow up,2487
P100151,Faisalabad,House,2455.0,4.0,4.0,1993,No,2,10300000.0,Danish Raza,2024-08-17 00:00:00,2,9.3,Good,follow up,152
P101608,Lahore,Townhouse,1682.0,1.0,1.0,1984,Yes,2,11250000.0,Saad Qureshi,2024-11-05 00:00:00,2,6.9,Good,,1609
P101831,Hyderabad,Townhouse,2474.0,4.0,4.0,1984,No,1,7150000.0,Ahmed Siddiqui,2022-07-28 00:00:00,3,2.0,Excellent,urgent,1832
P101146,Rawalpindi,House,2024.0,3.0,3.0,1981,Yes,2,8750000.0,Usman Qureshi,2024-03-22 00:00:00,2,3.0,Good,nan,1147
P100929,Rawalpindi,Villa,1334.0,2.0,2.0,2002,No,1,9750000.0,Usman Siddiqui,2024-01-24 00:00:00,2,15.7,Average,call later,930
P102307,Lahore,Apartment,,3.0,3.0,2007,No,2,5000000.0,Hassan Butt,2022-09-09 00:00:00,1,7.7,Good,owner waiting,2308
P100023,Faisalabad,Apartment,1717.0,2.0,2.0,2006,No,1,5000000.0,Ayesha Qureshi,2025-08-11 00:00:00,1,15.9,New,owner waiting,24
P100158,RAWALPINDI,House,1199.0,2.0,1.0,2021, no ,3,5700000.0,Omar Iqbal,2023-05-17 00:00:00,3,15.1,Excellent,follow up,159
P101560,Hyderabad,Townhouse,2623.0,4.0,4.0,2003,No,3,8050000.0,Fatima Malik,2025-07-20 00:00:00,2,5.9,Good,owner waiting,1561
P100331,Karachi,Apartment,1947.0,3.0,3.0,1980,No,1,10600000.0,Hina Iqbal,2025-08-09 00:00:00,4,3.7,New,,332
P101524,Rawalpindi,Villa,802.0,2.0,1.0,1996,Yes,2,5400000.0,Omar Khan,2023-06-27 00:00:00,2,1.4,Good,nan,1525
P102421,Karachi,House,1807.0,3.0,3.0,1993,No,0,9300000.0,  Hamza Iqbal  ,2022-05-23 00:00:00,2,9.9,Excellent,urgent,2422
P101772,Islamabad,Villa,,2.0,2.0,2000,No,4,15700000.0,Sara Butt,2023-07-14 00:00:00,2,2.8,New,urgent,1773
P102042,Islamabad,Townhouse,775.0,1.0,1.0,2018,False,1,5150000.0,Hamza Ahmed,2025-01-22 00:00:00,3,1.1,New,follow up,2043
P102484,Multan,House,2503.0,5.0,4.0,2003,Yes,3,10350000.0,Maham Khan,2022-12-31 00:00:00,2,4.2,Good,follow up,2485
P100807,Karachi,House,2696.0,6.0,,1987,Yes,1,14250000.0,Bilal Khan,2023-01-04 00:00:00,2,9.1,Needs Renovation,owner waiting,808
P100642,Karachi,Townhouse,2116.0,3.0,3.0,2010,,2,9100000.0,Omar Iqbal,2022-07-05 00:00:00,2,6.8,Good,owner waiting,643
P101494,Lahore,House,1782.0,4.0,4.0,1998,Yes,2,13100000.0,Ali Butt,2024-07-21 00:00:00,2,14.5,Good,urgent,1495
P100311,Lahore,Villa,1769.0,3.0,3.0,1994,No,1,13900000.0,N/A,,1,13.2,Excellent,,312
P100351,Karachi,House,2264.0,4.0,3.0,2015,Yes,2,14900000.0,Saad Sheikh,2025-07-03 00:00:00,4,13.1,Good,owner waiting,352
P100548,Rawalpindi,Townhouse,1764.0,3.0,3.0,1981,Yes,2,6250000.0,Fatima Butt,2023-04-19 00:00:00,2,4.8,Needs Renovation,VIP,549
P101398,Islamabad,House,2769.0,4.0,4.0,2002,Yes,2,26750000.0,Zain Shah,2024-03-15 00:00:00,2,8.0,Average,,1399
P101377,Faisalabad,Townhouse,946.0,2.0,1.0,2009,,2,4100000.0,Ahmed Qureshi,2022-06-23 00:00:00,2,9.0,Good,,1378
P101163,Karachi,Apartment,826.0,1.0,1.0,1995,No,1,3850000.0,Usman Siddiqui,,2,13.4,Good,urgent,1164
P100306,Lahore,House,,2.0,2.0,2005,No,2,11200000.0,Saad Malik,2025-08-22 00:00:00,1,3.9,Needs Renovation,call later,307
P100287,Lahore,Apartment,,1.0,1.0,2015,No,4,2600000.0,Ayesha Butt,2025-09-03 00:00:00,2,6.7,Excellent,owner waiting,288
P100694,Peshawar,Apartment,,4.0,,2013,Yes,3,6800000.0,Ayesha Qureshi,2023-09-17 00:00:00,1,6.6,New,call later,695
P101660,Karachi,Apartment,1493.0,2.0,2.0,1991,Yes,1,8700000.0,Hassan Siddiqui,2025-12-25 00:00:00,3,2.0,Good,,1661
P100630,Peshawar,House,1977.0,2.0,2.0,2005,No,2,8300000.0,Bilal Sheikh,2022-03-03 00:00:00,2,4.5,New,owner waiting,631
P102069,Lahore,Apartment,2599,4.0,3.0,2008,No,2,12000000.0,Sara Butt,2023-02-04 00:00:00,3,5.8,Excellent,follow up,2070
P101870,Lahore,House,1460.0,5.0,5.0,2024,Yes,2,8850000.0,Ali Khan,2024-08-22 00:00:00,3,4.2,Needs Renovation,,1871
P101011,Islamabad,Apartment,2239.0,4.0,4.0,2022,No,2,15300000.0,Danish Siddiqui,2025-10-15 00:00:00,2,1.9,Good,follow up,1012
P101488,Faisalabad,Townhouse,1047.0,3.0,2.0,1995,Yes,2,3200000.0,Ahmed Qureshi,2024-03-31 00:00:00,3,4.2,Excellent,owner waiting,1489
P101566,Karachi,House,2819.0,6.0,6.0,2008,Yes,2,14250000.0,Hamza Iqbal,2022-04-03 00:00:00,2,2.5,Excellent,,1567
P101234,Karachi,House,,2.0,1.0,1984,No,0,"7,450,000",Omar Siddiqui,2025-08-05 00:00:00,3,9.7,Excellent,urgent,1235
P101641,Karachi,Apartment,2392.0,5.0,5.0,1995,No,1,10300000.0,Hamza Qureshi,2024-11-14 00:00:00,2,8.9,Excellent,owner waiting,1642
P100829,Karachi,House,1808.0,3.0,2.0,1996,Yes,2,8750000.0,Hina Malik,2022-04-28 00:00:00,1,5.8,Excellent,owner waiting,830
P101421,Lahore,Villa,2721.0,5.0,4.0,2015,No,4,19100000.0,Bilal Ahmed,2024-04-17 00:00:00,1,7.9,Good,,1422
P101455,Karachi,Apartment,647.0,1.0,1.0,1981,Yes,1,3150000.0,Omar Butt,2024-07-27 00:00:00,4,9.4,Excellent,VIP,1456
P102138,Rawalpindi,House,2017.0,4.0,4.0,1989,No,1,9003574.390580095,Danish Ahmed,2022-02-05 00:00:00,1,3.1,Good,follow up,2139
P101190,Lahore,House,1074.0,1.0,1.0,2005,No,1,4200000.0,Sara Malik,2023-05-17 00:00:00,3,3.1,Good,nan,1191
P100013,Multan,House,984.0,1.0,1.0,1992,,3,4050000.0,Danish Khan,2024-01-08 00:00:00,2,7.1,New,,14
P100993,Karachi,Apartment,1815.0,3.0,3.0,2016,No,4,7250000.0,Hamza Qureshi,2025-01-28 00:00:00,1,1.3,Average,urgent,994
P101454,Lahore,House,541.0,2.0,2.0,1989,No,2,3100000.0,Hassan Shah,2025-05-04 00:00:00,2,2.9,Good,owner waiting,1455
P100514,Lahore,House,1161.0,2.0,2.0,2001,Yes,2,6300000.0,Sara Sheikh,2023-08-01 00:00:00,2,5.8,Good,call later,515
P100409,Hyderabad,Apartment,2303.0,4.0,3.0,2022,No,3,6200000.0,Sara Ahmed,2022-09-25 00:00:00,1,7.0,Good,,410
P101310,Lahore,Apartment,1550.0,3.0,2.0,2014,True,1,6800000.0,Fatima Malik,2022-07-10 00:00:00,2,13.1,Excellent,nan,1311
P100313,Lahore,House,1913.0,3.0,3.0,2007,No,3,11050000.0,,2022-11-09 00:00:00,2,2.9,Excellent,nan,314
P102345,Karachi,House,1188.0,2.0,2.0,2017,True,1,6700000.0,Saad Sheikh,2022-11-05 00:00:00,2,6.2,Good,owner waiting,2346
P102127,Lahore,House,657.0,1.0,1.0,2024,No,1,2950000.0,Hassan Siddiqui,2025-03-06 00:00:00,2,7.4,Good,nan,2128
P101561,Islamabad,Apartment,2096.0,2.0,1.0,2014,Yes,2,14750000.0,Danish Sheikh,2025-12-30 00:00:00,2,9.1,Average,,1562
P101054,Karachi,House,1687.0,3.0,3.0,2008,No,1,10550000.0,Zain Khan,2022-10-02 00:00:00,3,9.1,Average,call later,1055
P100944,Lahore,Villa,1567.0,3.0,,1982,No,1,11350000.0,Saad Butt,2023-06-30 00:00:00,2,5.7,Excellent,call later,945
P100382,Multan,Apartment,2287.0,3.0,2.0,2007,Yes,0,7900000.0,Usman Ahmed,2023-01-04 00:00:00,1,8.7,Good,follow up,383
P101114,Hyderabad,Apartment,1496.0,3.0,3.0,2011,Yes,2,4050000.0,Ayesha Iqbal,2024-02-13 00:00:00,3,4.9,Good,VIP,2502
P102063,Karachi,Villa,1335.0,2.0,2.0,1986,No,1,8800000.0,Hassan Siddiqui,2023-11-17 00:00:00,2,4.5,Excellent,follow up,2064
P102116,Karachi,Residential House,2404.0,5.0,4.0,2004,Yes,2,15850000.0,Maham Qureshi,2025-03-06 00:00:00,2,20.5,Good,urgent,2117
P100902,Karachi,Apartment,701.0,1.0,1.0,2004,Yes,2,2950000.0,Omar Malik,2025-09-27 00:00:00,2,4.3,Good,urgent,903
P102239,Islamabad,Apartment,1466.0,2.0,2.0,1998,No,1,9350000.0,Bilal Khan,2024-10-02 00:00:00,2,3.0,New,urgent,2240
P101952,Rawalpindi,Apartment,1834.0,3.0,3.0,2021,Yes,0,7500000.0,Hassan Shah,2022-08-12 00:00:00,2,1.0,Excellent,VIP,1953
P100263,Karachi,House,1385.0,2.0,1.0,2006,No,2,7900000.0,Hamza Qureshi,2022-11-04 00:00:00,2,14.1,Good,owner waiting,264
P101510,Karachi,House,1974.0,3.0,3.0,1994,No,1,8050000.0,Fatima Khan,2023-06-12 00:00:00,1,11.1,Good,call later,1511
P102190,Karachi,Apartment,1967.0,3.0,2.0,2005,No,1,8150000.0,Usman Qureshi,2023-02-24 00:00:00,3,5.4,New,call later,2191
P100819,Karachi,House,1302.0,2.0,1.0,1999,No,1,6000000.0,Omar Sheikh,2024-11-12 00:00:00,3,6.4,Good,follow up,820
P100819,Karachi,House,1302.0,2.0,1.0,1999,No,1,6000000.0,Omar Sheikh,2024-11-12 00:00:00,3,6.4,Good,follow up,820
P100415,Karachi,House,1767.0,4.0,3.0,2003,Yes,2,12650000.0,Ali Shah,2025-09-23 00:00:00,1,11.7,Good,owner waiting,416
P102471,Faisalabad,House,2591.0,5.0,4.0,1989,No,2,9750000.0,Hina Sheikh,2022-07-11 00:00:00,1,8.3,Good,owner waiting,2472
P100358,Lahore,Apartment,1918.0,3.0,3.0,2013,Yes,1,7800000.0,Ali Qureshi,2025-11-07 00:00:00,1,2.1,Needs Renovation,VIP,359
P101211,Multan,Villa,1842,3.0,2.0,2006,No,2,7500000.0,Usman Qureshi,2023-05-07 00:00:00,2,10.7,Average,urgent,1212
P102306,Islamabad,House,2092.0,3.0,3.0,1996,Yes,2,15900000.0,Usman Sheikh,2025-11-24 00:00:00,3,7.9,Good,owner waiting,2307
P100008,Karachi,APARTMENT,2735.0,5.0,5.0,1984,Yes,1,13450000.0,Zain Sheikh,2025-07-18 00:00:00,1,2.9,Average,call later,9
P102123,Karachi,Villa,1233.0,1.0,1.0,1988,Yes,1,8300000.0,Sara Iqbal,2022-07-21 00:00:00,1,11.9,Good,nan,2124
P100316,Lahore,House,2309.0,5.0,5.0,2005,No,3,11950000.0,Hina Siddiqui,2025-05-08 00:00:00,1,9.1,Excellent,call later,317
P100304,Faisalabad,House,,5.0,5.0,2019,No,2,12100000.0,Ayesha Siddiqui,2024-05-01 00:00:00,3,8.8,Good,,305
P100427,Faisalabad,Apartment,1788.0,2.0,1.0,2017,Yes,1,5350000.0,Ayesha Raza,2022-10-27 00:00:00,2,2.5,Good,follow up,428
P100105,Rawalpindi,House,,1.0,1.0,1988,No,4,3850000.0,Omar Shah,2024-07-17 00:00:00,2,5.1,New,nan,106
P102059,Karachi,Apartment,1575.0,4.0,3.0,2013,No,0,8050000.0,Omar Malik,2022-05-01 00:00:00,1,2.9,Good,call later,2060
P100121,Islamabad,Townhouse,1532.0,3.0,3.0,1986,No,1,10900000.0,Usman Sheikh,2025-07-15 00:00:00,3,6.9,Needs Renovation,nan,122
P101565,Lahore,Villa,1722.0,3.0,2.0,1982,No,3,11950000.0,Maham Raza,2022-02-12 00:00:00,3,6.2,Good,call later,1566
P101684,,Townhouse,1407.0,3.0,3.0,1994,No,1,6300000.0,Hina Ahmed,2025-10-17 00:00:00,2,7.4,New,,1685
P101344,Hyderabad,Townhouse,2193.0,4.0,4.0,1991,,2,6000000.0,Hamza Iqbal,2024-01-20 00:00:00,3,9.2,Excellent,urgent,1345
P101362,Islamabad,Apartment,1678.0,3.0,3.0,1992,No,1,10600000.0,  Ali Ahmed  ,2024-01-04 00:00:00,2,4.5,New,urgent,1363
P101832,Lahore,House,1437.0,2.0,2.0,1985,No,1,8550000.0,Hassan Sheikh,2025-09-15 00:00:00,1,12.0,Excellent,nan,1833
P101270,Hyderabad,Townhouse,2537.0,4.0,4.0,1982,No,1,8250000.0,Ayesha Qureshi,2024-11-05 00:00:00,1,2.9,Excellent,call later,1271
P100115,Faisalabad,Apartment,1979.0,3.0,3.0,2020,No,2,6000000.0,Omar Malik,2024-03-30 00:00:00,3,11.3,Good,urgent,116
P101452,Faisalabad,Townhouse,1807.0,3.0,3.0,1981,Yes,3,5900000.0,Zain Raza,2023-10-01 00:00:00,3,10.3,Needs Renovation,urgent,1453
P100744,Lahore,House,604.0,1.0,1.0,2024,Yes,3,4350000.0,Ahmed Ahmed,2022-07-03 00:00:00,3,2.2,Excellent,nan,745
P101456,Karachi,Townhouse,507.0,1.0,1.0,2018,No,2,3200000.0,Usman Shah,2025-01-26 00:00:00,3,14.7,Average,,1457
P101609,Lahore,Apartment,1201.0,1.0,1.0,2019,Yes,2,6150000.0,Sara Malik,2024-11-06 00:00:00,2,1.8,New,owner waiting,1610
P102367,,House,847.0,1.0,1.0,2008,No,2,4100000.0,Ayesha Shah,2025-04-23 00:00:00,1,2.5,Excellent,,2368
P101970,Lahore,Townhouse,,4.0,4.0,1999,No,1,9550000.0,Sara Raza,2023-03-25 00:00:00,1,11.7,Good,follow up,1971
P101429,,Townhouse,2522.0,5.0,5.0,2020,Yes,0,14050000.0,Saad Raza,2024-10-26 00:00:00,2,2.2,Excellent,call later,1430
P100672,Hyderabad,Apartment,1597.0,4.0,3.0,1989,No,1,4250000.0,Unknown,2025-08-15 00:00:00,2,26.7,Good,VIP,673
P102339,Karachi,House,1645.0,3.0,2.0,2024,no,2,8350000.0,Hina Siddiqui,2025-02-24 00:00:00,3,5.4,Good,owner waiting,2340
P101177,Lahore,Apartment,1351.0,2.0,2.0,2017,No,2,7700000.0,Hamza Raza,2023-07-07 00:00:00,2,0.9,Needs Renovation,,1178
P102187,Islamabad,Apartment,2308.0,3.0,3.0,2014,No,2,12400000.0,Sara Malik,2024-07-21 00:00:00,2,10.2,Good,owner waiting,2188
P100309,Karachi,House,1772.0,3.0,3.0,1984,Yes,3,10450000.0,Usman Khan,2024-05-26 00:00:00,1,5.0,Average,owner waiting,310
P100591,Lahore,Townhouse,1507.0,3.0,2.0,2011,,3,8350000.0,Hina Shah,2025-07-03 00:00:00,3,2.2,New,,592
P100462,Peshawar,House,,,1.0,2012,No,0,6250000.0,Hina Iqbal,2022-12-19 00:00:00,1,1.3,Excellent,follow up,463
P101018,Karachi,Apartment,2788.0,5.0,5.0,2000,Yes,3,12300000.0,Fatima Qureshi,2025-08-12 00:00:00,2,6.4,Good,urgent,1019
P101001,Lahore,Apartment,2436.0,3.0,3.0,1982,Yes,1,11250000.0,Hina Ahmed,2025-11-01 00:00:00,2,3.3,New,owner waiting,1002
P101253,Islamabad, Villa ,2280.0,4.0,3.0,1990,No,2,26650000.0,Omar Butt,2023-10-07 00:00:00,1,9.2,Average,nan,1254
P101102,Multan,Apartment,2674.0,5.0,5.0,1985,No,2,7450000.0,Ayesha Malik,2025-03-21 00:00:00,3,5.7,Excellent,,1103
P100552,Karachi,Flat,1905.0,2.0,2.0,2024,Yes,2,11650000.0,Ahmed Qureshi,2024-01-23 00:00:00,1,12.4,Average,follow up,553
P100087,Lahore,House,1434.0,2.0,1.0,2001,Yes,1,7650000.0,Ayesha Iqbal,2023-01-27 00:00:00,2,6.9,Average,call later,88
P100690,Karachi,House,1827.0,4.0,4.0,1996,Yes,2,10450000.0,Hina Butt,2023-08-24 00:00:00,2,5.9,New,follow up,691
P101746,Rawalpindi,Villa,1626.0,3.0,3.0,2007,Yes,2,"10,700,000",Zain Qureshi,2022-11-14 00:00:00,3,13.1,Good,follow up,1747
P101444,Karachi,House,1373.0,2.0,2.0,1986,Yes,1,9150000.0,Usman Shah,2024-05-08 00:00:00,2,9.6,Good,follow up,1445
P102446,Karachi,Apartment,2602.0,7.0,6.0,1995,No,3,12500000.0,Ahmed Siddiqui,2025-06-01 00:00:00,1,17.7,Excellent,owner waiting,2447
P101887,Karachi,House,2917.0,4.0,4.0,1985,Yes,1,13100000.0,Sara Ahmed,2022-12-06 00:00:00,3,8.1,Excellent,call later,1888
P101199,Rawalpindi,House,3034.0,7.0,6.0,1995,No,3,12900000.0,Bilal Iqbal,2023-04-14 00:00:00,2,11.3,Excellent,,1200
P100800,Rawalpindi,Townhouse,2252.0,5.0,4.0,2019,No,1,11050000.0,Danish Iqbal,2024-12-03 00:00:00,3,5.4,Excellent,call later,801
P102092,Islamabad,Apartment,2626.0,4.0,4.0,2023,Yes,3,19400000.0,Not Available,2025-06-15 00:00:00,3,10.5,New,VIP,2093
P100300,Multan,Townhouse,1267.0,2.0,2.0,2016,No,1,4350000.0,Saad Malik,2022-03-02 00:00:00,4,9.8,Good,owner waiting,301
P100402,Multan,House,1949.0,3.0,2.0,2019,No,3,9250000.0,Sara Ahmed,2025-10-20 00:00:00,2,10.1,Average,,2519
P100543,Hyderabad,House,1584.0,2.0,2.0,2018,No,1,5450000.0,Unknown,2024-08-07 00:00:00,3,4.1,Average,,544
P101817,Lahore,Villa,1512.0,2.0,1.0,2007,No,3,10700000.0,Hamza Sheikh,2025-09-14 00:00:00,2,4.5,Good,owner waiting,1818
P102248,Lahore,Villa,1179.0,2.0,2.0,2010,No,2,8250000.0,Omar Khan,2023-02-08 00:00:00,3,15.5,Good,,2249
P100494,Multan,Apartment,1294.0,2.0,2.0,1988,Yes,1,3350000.0,Ali Raza,,1,2.7,Excellent,owner waiting,495
P100365,Lahore,House,2386.0,3.0,3.0,1988,Yes,1,13700000.0,Ali Qureshi,2025-01-04 00:00:00,1,3.4,Average,owner waiting,366
P102290,Hyderabad,Apartment,2864.0,6.0,5.0,1997,Yes,3,8400000.0,Zain Malik,2022-04-09 00:00:00,2,6.7,Good,owner waiting,2291
P101601,Karachi,Apartment,1560.0,3.0,3.0,2013,Yes,3,8600000.0,Zain Raza,2025-04-11 00:00:00,2,7.6,Average,,1602
P100273,Islamabad,House,1730.0,3.0,3.0,1998,No,1,11300000.0,Fatima Qureshi,2023-11-01 00:00:00,2,2.7,Good,,274
P100788,Multan, House ,1579.0,2.0,2.0,2002,No,3,6100000.0,Saad Ahmed,2024-09-08 00:00:00,2,9.0,Average,nan,789
